id,casrn,tri_chemical_id,srs_id,casrn,source_chemical_name,tri_chemical_name,Other common names,NJ Right to Know FactSheet (URL),Carcinogens,Carcinogenicity source,Developmental or Reproductive Toxicants,Developmental / Reproductive Toxicity sources,Mutagens,Mutagen source,Neurotoxicants,Neuro source,Endocrine Disruptors,Endocrine Source,Asthmagens,Asthmagen Source
9ab8ce67-ac5d-4995-b908-8e5c2cc17915,375-73-5,375735,44412,375-73-5,Perfluorobutane sulfonic acid,Perfluorobutane sulfonic acid,,,,,,,,,,,Yes,S3,,
9ab8ce87-f1af-4a76-9883-c3eafdb0cd5d,375-95-1,375951,44479,375-95-1,Perfluorononanoic acid,Perfluorononanoic acid,,,,,Yes,"S11, S14",,,,,Yes,S3,,
9ab8cec0-9b89-4da8-afc1-e647b37b73c6,0376-06-07,376067,,376-06-07,Perfluorotetradecanoic acid,,,,,,,,,,,,Yes,S3,,
9ab8ccf0-45e4-4f27-87d1-3a1b18ab9afb,376-14-7,376147,,376-14-7,2-[Ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl methacrylate,,,,,,,,,,,,,,,
9ab8cdcd-52ea-4036-9ca4-02c6bfe32852,376-27-2,376272,,376-27-2,Methyl perfluorooctanoate,,,,,,,,,,,,,,,
9ab8b876-99ab-4257-a15a-7bcfc375ae09,3761-53-3,3761533,,3761-53-3,C.I. Food Red 5,,,,Yes,"S4, S18",,,,,,,,,,
9ab8cfed-a1bd-4cf0-b202-c51cf1cea445,38006-74-5,38006745,,38006-74-5,"1-Propanaminium, 3-[[(heptadecafluorooctyl)sulfonyl]amino]-N,N,N-trimethyl-, chloride",,,,,,,,,,,,,,,
9ab8cc15-55f3-41d5-9f45-6e5d1a05e1f1,3825-26-1,3825261,,3825-26-1,Ammonium perfluorooctanoate,,,,,,Yes,"S11, S14",,,,,Yes,S3,,
9ab8cc2d-b114-480f-b54f-c284dd9f15ef,0383-07-03,383073,,383-07-03,2-[Butyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl acrylate,,,,,,,,,,,,,,,
9ab8c8b1-3115-4574-afeb-3e5cd835c722,38661-72-2,38661722,,38661-72-2,"1,3-Bis(methylisocyanate)cyclohexane",,,,,,,,,,,,,,,
9ab8cdb4-ca09-4cc6-bc5b-c197b4988631,3871-99-6,3871996,,3871-99-6,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, potassium salt",,,,,,,,,,,,Yes,S3,,
9ab8ce3f-3bf4-45cd-b17c-575d181184ac,3872-25-1,3872251,,3872-25-1,"1-Pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-, potassium salt",,,,,,,,,,,,,,,
9ab8bcf4-63b2-4212-8294-af026bbf3a57,38727-55-8,38727558,,38727-55-8,Diethatyl ethyl,,,,,,,,,,,,,,,
9ab8c9dd-e7e8-45b4-a9d1-1afb69b63694,39001-02-0,39001020,,39001-02-0,"1,2,3,4,6,7,8,9‑Octachlorodibenzofuran",,,,,,,,,,,,,,,
9ab8bb1c-3327-448b-a46b-12f91ee775a5,39156-41-7,39156417,,39156-41-7,"2,4-Diaminoanisole sulfate",,,,Yes,"S4, S14, S16, S18",,,,,,,,,,
9ab8c96b-ec9e-4571-ace7-fa8d23523237,39227-28-6,39227286,,39227-28-6,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",,,,,,,,,,,,Yes,S3,,
9ab8d16b-66da-4f51-b44c-56f3ac20a404,39239-77-5,39239775,,39239-77-5,"1-Tetradecanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluoro-",,,,,,,,,,,,,,,
9ab8be08-ff7c-4bf7-94d2-46f343ce82b7,39300-45-3,39300453,,39300-45-3,Dinocap,,,,,,Yes,S4,,,,,Yes,S3,,
9ab8bf14-f22f-4bdf-a947-7024148670ab,39515-41-8,39515418,,39515-41-8,Fenpropathrin,,,,,,,,,,,,,,,
9ab8c963-ba49-4c18-b198-8fdae5c194b1,40321-76-4,40321764,,40321-76-4,"1,2,3,7,8‑Pentachlorodibenzo-p-dioxin",,,,,,,,,,,,Yes,S3,,
9ab8c3b0-2afa-460d-b5ee-48dd6e5940c0,40487-42-1,40487421,281436,40487-42-1,Pendimethalin,Pendimethalin,,,,,,,,,,,Yes,S3,,
9ab8b94a-c169-4e82-947b-4534df7fd00e,4080-31-3,4080313,,4080-31-3,"1-(3-Chloroallyl)-3,5,7-triaza-1-azoniaadamantane chloride",,,,,,,,,,,,,,,
9ab8c902-c076-4ba4-b799-0ca66d4749fe,4098-71-9,4098719,,4098-71-9,Isophorone diisocyanate,,,,,,,,,,,,,,Yes,"S8, S11, S17"
9ab8c4ac-3c69-44bd-ba1c-23715fbc1149,41198-08-07,41198087,282798,41198-08-07,Profenofos,Profenofos,,,,,,,,,,,Yes,S3,,
9ab8c8d1-c1d7-47f1-91a2-06863b0c5378,4128-73-8,4128738,,4128-73-8,"4,4'-Diisocyanatodiphenyl ether",,,,,,,,,,,,,,,
9ab8d14a-9824-4847-a646-cdb723db25d9,4151-50-2,4151502,,4151-50-2,Sulfluramid,,,,,,,,,,,,,,,
9ab8ba61-3f63-4260-a42f-2d6829c8583d,4170-30-3,4170303,122135,4170-30-3,Crotonaldehyde,Crotonaldehyde,,,Yes ,S14 ,,,Yes ,S14 ,,,Yes,S3,,
9ab8bd7e-298a-493f-9409-02602ad28d23,41766-75-0,41766750,,41766-75-0,"3,3'-Dimethylbenzidine dihydrofluoride",,,,Yes ,S18,,,,,,,,,,
9ab8bc28-c1a9-45cc-be47-5a3bb76254e5,422-44-6,422446,,422-44-6,"1,2-Dichloro-1,1,2,3,3-pentafluoropropane (HCFC-225bb)",,,,,,,,,,,,,,,
9ab8bc51-39ee-40e2-8495-e126a30f4e7b,422-48-0,422480,,422-48-0,"2,3-dichloro-1,1,1,2,3-pentafluoropropane (HCFC-225ba)",,,,,,,,,,,,,,,
9ab8bc59-56e6-479b-99d9-5b178bb99648,422-56-0,422560,,422-56-0,"3,3-Dichloro-1,1,1,2,2-pentafluoropropane (HCFC-225ca)",,,,,,,,,,,,,,Yes,S8
9ab8cce8-2335-4ea2-a383-d2fa784d6225,423-82-5,423825,,423-82-5,2-[Ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethyl acrylate,,,,,,,,,,,,,,,
9ab8cb85-edee-47aa-9f05-bda3a92a464d,42397-64-8,42397648,,42397-64-8,"1,6-Dinitropyrene",,,,Yes,"S16, S18",,,,,,,,,,
9ab8cb8e-82b2-49e9-a0e9-864d1e0e544d,42397-65-9,42397659,,42397-65-9,"1,8-Dinitropyrene",,,,Yes,"S16, S18",,,,,,,,,,
9ab8c37f-b5e6-4b0f-b92d-2b008ad16702,42874-03-03,42874033,286278,42874-03-03,Oxyfluorfen,Oxyfluorfen,,,,,,,,,,,Yes,S3,,
9ab8bc30-d7ea-4a2a-aaf5-e8543d558f5c,431-86-7,431867,,431-86-7,"1,2-Dichloro-1,1,3,3,3-pentafluoropropane (HCFC-225da)",,,,,,,,,,,,,,,
9ab8c706-fbef-49d4-8b4a-454dcf4fb85f,43121-43-3,43121433,286872,43121-43-3,Triadimefon,Triadimefon,,,,,Yes,S4,,,,,Yes,S3,,
9ab8ce5f-9364-49ab-909d-55536d088565,45187-15-3,45187153,,45187-15-3,Perfluorobutanesulfonate,,,,,,,,,,,,,,,
9ab8c316-3932-49f4-900f-ccb6ecef102b,4549-40-0,4549400,,4549-40-0,N-Nitrosomethylvinylamine,,,,Yes,"S4, S16, S18",,,,,,,,,,
9ab8b9ff-279f-4b90-b6dd-fa86a51bc63e,460-35-5,460355,46292,460-35-5,"3-Chloro-1,1,1-trifluoropropane (HCFC-253fb)","3-Chloro-1,1,1-trifluoropropane (HCFC-253fb)",,,,,,,,,,,,,,
9ab8b8e8-e795-4c79-b92f-0b8b8c4546eb,463-58-1,463581,46508,463-58-1,Carbonyl sulfide,Carbonyl sulfide,,,,,,,,,,,,,,
9ab8c051-7331-4aa1-867f-44f9e2f831ef,465-73-6,465736,46615,465-73-6,Isodrin,Isodrin,,,,,,,,,,,,,,
9ab8b82d-c3fc-49df-9e0d-3fd20a96abfc,4680-78-8,4680788,,4680-78-8,C.I. Acid Green 3,,,,,,,,,,,,,,,
9ab8b89f-4281-46ae-91d6-3c8c8e776cf1,492-80-8,492808,47662,492-80-8,C.I. Solvent Yellow 34 (Auramine),C.I. Solvent Yellow 34,,,Yes,"S4, S18",,,,,,,,,Yes,S8
9ab8d0d0-e7af-4660-b181-d586d2e8d142,4980-53-4,4980534,,4980-53-4,"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-
 nonacosafluorohexadecyl ester",,,,,,,,,,,,,,,
9ab8bf6e-1236-4e0a-a367-d5ff56f90619,50-00-0,50000,1008,50-00-0,Formaldehyde,Formaldehyde,,,Yes,"S4, S14, S16, S11, S19, S18",,,,,,,Yes,S3,Yes,"S8, S17 "
9ab8cb0c-a0b3-4b3f-bac7-71bb3cf40c24,50-32-8,50328,,50-32-8,Benzo[a]pyrene,,,,Yes ,"S14, S16, S11, S19, S18",Yes,"S11, S14",Yes ,"S14, S11",,,Yes,S3,,
9ab8c7f2-8e1a-4dd2-a035-9e42f3f4c8b4,50471-44-8,50471448,288738,50471-44-8,Vinclozolin,Vinclozolin,,,Yes,S4,Yes,S4,,,,,Yes,S3,,
9ab8c219-f9b9-401c-adc6-f4228edf6f2d,505-60-2,505602,48850,505-60-2,Mustard gas,Mustard gas,,,Yes,"S4, S16, S19, S18",,,,,,,,,Yes,S8
9ab8bc38-e634-424f-8e4b-3ebb08bfa1af,507-55-1,507551,,507-55-1,"1,3-Dichloro-1,1,2,2,3-pentafluoropropane (HCFC-225cb)",,,,,,,,,,,,,,Yes,S8
9ab8cea8-54bc-48c2-bda5-38ca0a2a8fa0,507-63-1,507631,49239,507-63-1,Perfluorooctyl iodide,Perfluorooctyl iodide,,,,,,,,,,,Yes,S3,,
9ab8c65b-f0cb-47fc-ba81-71f79e272027,509-14-8,509148,,509-14-8,Tetranitromethane,,,,Yes,"S4, S16, S18",,,,,,,,,,
9ab8c47b-7a12-434a-bf78-875091eb502c,51-03-6,51036,1263,51-03-6,Piperonyl butoxide,Piperonyl butoxide,,,,,,,,,,,Yes,S3,Yes,S8
9ab8bf4d-c8a9-4d41-bc5c-a555e46daed2,51-21-8,51218,1305,51-21-8,Fluorouracil (5-Fluorouracil),Fluorouracil,,,,,Yes,S4,,,,,,,,
9ab8bde7-eda1-43f2-bf53-46946564900c,51-28-5,51285,1313,51-28-5,"2,4-Dinitrophenol","2,4-Dinitrophenol",,,,,,,,,,,Yes,S3,,
9ab8c2a4-29f4-46de-822d-6e753e62bf6e,51-75-2,51752,,51-75-2,Nitrogen mustard (HN-2),,,,Yes,"S4, S18, S19",Yes,S4,,,,,,,,
9ab8c7e2-302b-4a4e-8378-22c1fcca01b9,51-79-6,51796,1495,51-79-6,Urethane,Urethane,,,Yes,"S4, S14, S11, S19, S18",,,Yes ,S14 ,,,,,Yes,S8
9ab8b963-9e2b-482d-acda-3bdf7f4560ef,510-15-6,510156,49320,510-15-6,Chlorobenzilate,Chlorobenzilate,,,Yes,S4,,,,,,,Yes,S3,,
9ab8c994-8f15-4857-843c-9d0a916ab32e,51207-31-9,51207319,,51207-31-9,"2,3,7,8-Tetrachlorodibenzofuran",,,,,,,,,,,,Yes,S3,,
9ab8bfe7-957b-4168-8553-c84737bf7c8a,51235-04-02,51235042,291062,51235-04-02,Hexazinone,Hexazinone,,,,,,,,,,,,,,
9ab8c912-ed99-499a-919b-7f265a251b2f,5124-30-1,5124301,,5124-30-1,"1,1-Methylenebis(4-isocyanatocyclohexane)",,,,,,,,,,,,,,Yes,S11
9ab8bccb-b5c3-4101-82fd-8bd675ec69f5,51338-27-3,51338273,,51338-27-3,Diclofop methyl,,,,Yes,S4,Yes,S4,,,,,Yes,S3,,
9ab8bf25-20d9-4161-97bc-d648a808160f,51630-58-1,51630581,,51630-58-1,Fenvalerate,,,,,,,,,,Yes ,S7,Yes,S3,,
9ab8cacd-29ef-4ef0-b5b5-d87d6b04cca8,51938-25-1,51938251,,51938-25-1,"Poly(oxy-1,2-ethanediyl), α (2-nonylphenyl)-w-hydroxy-",,,,,,,,,,,,,,,
9ab8c73f-bc90-435f-8904-a445fcb521ab,52-68-6,52686,1586,52-68-6,Trichlorfon,Trichlorfon,,,,,,,,,Yes ,S7 ,Yes,S3,,
9ab8beec-562c-4232-a94c-1640c95ae0e2,52-85-7,52857,,52-85-7,Famphur,,,,,,,,,,,,,,,
9ab8cffd-d30a-4653-8b08-94b5e528e3a4,52166-82-2,52166822,,52166-82-2,"1-Propanaminium, N,N,N-trimethyl-3-[[(tridecafluorohexyl)sulfonyl]amino]-, chloride",,,,,,,,,,,,,,,
9ab8b8f1-0478-4786-9700-424335221e83,5234-68-4,5234684,130203,5234-68-4,Carboxin,Carboxin,,,,,,,,,,,,,,
9ab8c3e9-0a20-4a46-b8fc-f05f925f8a80,52645-53-1,52645531,296012,52645-53-1,Permethrin,Permethrin,,,,,,,,,,,Yes,S3,,
9ab8bdc7-8d34-4d90-8c27-122dc5386254,528-29-0,528290,,528-29-0,o-Dinitrobenzene,,,,,,Yes,S4,,,,,,,,
9ab8cb4d-6721-437d-b03c-1c614e953bf4,53-70-3,53703,,53-70-3,"Dibenzo[a,h]anthracene (Dibenz[a,h]anthracene)",,,,Yes ,"S14, S16, S11, S18, S19",,,,,,,Yes,S3,,
9ab8b5b2-db70-4e1c-b4bb-a101c42545ff,53-96-3,53963,,53-96-3,2-Acetylaminofluorene,,,,Yes,"S4, S15, S16, S18",,,,,,,,,,
9ab8b942-ae96-4210-b30f-0ec24d35128d,532-27-4,532274,,532-27-4,2-Chloroacetophenone,,,,,,,,,,,,,,Yes,S8
9ab8baba-9459-42b7-bff6-dd67fdc71874,533-74-4,533744,50955,533-74-4,Dazomet,Dazomet,,,,,Yes ,S14 ,,,,,,,,
9ab8bddf-cc89-40fb-be82-5231ee336248,534-52-1,534521,51102,534-52-1,"4,6-Dinitro-o-cresol","4,6-Dinitro-o-cresol",,,,,,,,,Yes ,S7,Yes,S3,,
9ab8b79b-feba-4197-8e93-20a789333750,53404-19-6,53404196,,53404-19-6,"Bromacil, lithium salt",,,,,,Yes,S4,,,,,,,,
9ab8bb03-e220-4f7a-905b-f6dafa0cd7b1,53404-37-8,53404378,,53404-37-8,"2,4-D 2-ethyl-4-methylpentyl ester",,,,Yes,S18,,,,,,,,,,
9ab8bac2-aa9c-4d8a-98da-76cd303c6511,53404-60-7,53404607,,53404-60-7,"Dazomet, sodium salt",,,,,,,,,,,,,,,
9ab8cb55-710d-475b-a74c-0e00afa8cb2a,5385-75-1,5385751,,5385-75-1,"Dibenzo[a,e]fluoranthene",,,,,,,,,,,,Yes,S3,,
9ab8bbef-e126-49bc-92dd-7cf20a715a7e,540-59-0,540590,51904,540-59-0,"1,2-Dichloroethylene","1,2-Dichloroethylene",,,,,,,,,,,,,Yes,S8
9ab8beab-9115-45ef-be0c-959fea381ad6,541-41-3,541413,52118,541-41-3,Ethyl chloroformate,Ethyl chloroformate,,,,,,,,,,,,,,
9ab8be51-df4f-411e-ab65-9e4949982c5b,541-53-7,541537,,541-53-7,"2,4-Dithiobiuret (Dithiobiuret)",,,,,,,,,,,,Yes,S3,,
9ab8bb96-5c7d-458a-8919-fe2d8b67087d,541-73-1,541731,52217,541-73-1,"1,3-Dichlorobenzene (m-Dichlorobenzene)","1,3-Dichlorobenzene",,,,,,,,,,,,,,
9ab8bc8a-ad29-4c89-bb3d-676549a418dc,542-75-6,542756,52449,542-75-6,"1,3-Dichloropropylene (1,3-Dichloropropene)","1,3-Dichloropropylene",,,Yes,"S4, S16, S18",,,,,Yes ,S7 ,,,,
9ab8b9be-16bf-4ea3-a421-077dc573a949,542-76-7,542767,,542-76-7,3-Chloropropionitrile,,,,,,,,,,,,,,,
9ab8b769-3dbc-42f4-8cec-b3a077cacfc0,542-88-1,542881,52498,542-88-1,Bis(chloromethyl) ether,Bis(chloromethyl) ether,,,Yes,"S4, S15, S14, S16, S18,S19",,,,,,,,,Yes,S8
9ab8c2dc-e1cd-4f30-983f-da31004d4d23,55-18-5,55185,1875,55-18-5,N-Nitrosodiethylamine,N-Nitrosodiethylamine,,,Yes,"S4, S16, S18, S19",,,Yes ,S14 ,,,,,,
9ab8b6f7-6835-4c6d-8cd4-8cd246bc63d4,55-21-0,55210,,55-21-0,Benzamide,,,,,,,,,,,,,,,
9ab8bf1d-01f2-4c6a-8c51-a425daccb67c,55-38-9,55389,,55-38-9,Fenthion,,,,,,,,,,Yes ,S7,,,Yes,S8
9ab8c2ac-4125-4f9e-b6f6-dcc124180e71,55-63-0,55630,1941,55-63-0,Nitroglycerin,Nitroglycerin,,,,,,,,,,,,,Yes,S8
9ab8cbb7-17a9-41c2-9dbd-f1a8453183be,5522-43-0,5522430,,5522-43-0,1-Nitropyrene,,,,Yes,"S16, S19, S18",,,Yes ,S14 ,,,,,,
9ab8bd24-f510-4975-ab4f-b0585a7f502d,55290-64-7,55290647,,55290-64-7,Dimethipin,,,,,,,,,,,,,,,
9ab8c0a4-063f-40c5-a9e2-77cb6a471ccc,554-13-2,554132,53553,554-13-2,Lithium carbonate,Lithium carbonate,,,,,Yes,"S4, S14",,,,,,,,
9ab8c039-0081-4aa6-bf38-d7466798eede,55406-53-6,55406536,304113,55406-53-6,3-Iodo-2-propynyl butylcarbamate,3-Iodo-2-propynyl butylcarbamate,,,,,,,,,,,,,,
9ab8bf8e-b4ed-41d4-96b1-8842ea578c00,556-52-5,556525,53900,556-52-5,Glycidol,Glycidol,,,Yes,"S4, S14, S16, S18, S19",Yes ,S14 ,Yes ,S14 ,,,,,,
9ab8c19f-fe91-4cc7-b7a6-99d20c39be76,556-61-6,556616,,556-61-6,Methyl isothiocyanate,,,,,,,,,,,,,,Yes,S8
9ab8c9d5-ce11-4e2f-aaa7-2fe9c81183ef,55673-89-7,55673897,,55673-89-7,"1,2,3,4,7,8,9‑Heptachlorodibenzofuran",,,,,,,,,,,,,,,
9ab8cd19-6c6b-4733-a414-0b7537931ffe,55910-10-6,55910106,,55910-10-6,"Glycine, N-[(heptadecafluorooctyl)sulfonyl]-N-propyl-, potassium salt",,,,,,,,,,,,,,,
9ab8ba07-3ed1-46d3-8d5a-b8b2920e3fc1,5598-13-0,5598130,,5598-13-0,Chlorpyrifos-methyl,,,,,,,,,,,,,,,
9ab8b8e0-1fc7-4704-b31e-6a63201179ce,56-23-5,56235,2071,56-23-5,Carbon tetrachloride,Carbon tetrachloride,,,Yes,"S4, S14, S16, S18",Yes ,S14 ,,,,,Yes,S3,Yes,S8
9ab8b779-ce51-473f-a9a6-85a65c25b317,56-35-9,56359,,56-35-9,Bis(tributyltin) oxide,,,,,,,,,,,,Yes,S3,Yes,"S8, S17 "
9ab8c3a0-0612-4da9-a062-f20ae2234efc,56-38-2,56382,2147,56-38-2,Parathion,Parathion,,,Yes,"S4, S18",,,,,Yes ,S7 ,Yes,S3,Yes,S8
9ab8cb9e-b1ea-4b2c-b59c-558ec2f7d2db,56-49-5,56495,,56-49-5,3-Methylcholanthrene,,,,,,,,,,,,Yes,S3,,
9ab8cafc-7ab7-43dc-bdc3-834fd552de44,56-55-3,56553,,56-55-3,Benz[a]anthracene,,,,Yes ,"S14, S11, S18",,,,,,,Yes,S3,,
9ab8b99d-55bf-4016-a94c-d9a236642519,563-47-3,563473,54643,563-47-3,3-Chloro-2-methyl-1-propene,3-Chloro-2-methyl-1-propene,,,Yes,"S4, S16, S18",,,,,,,,,,
9ab8cf63-3b8f-4321-b077-1a8065831535,56372-23-7,56372237,,56372-23-7,"Poly(oxy-1,2-ethanediyl), α-[2-[ethyl[(tridecafluorohexyl)sulfonyl]amino]ethyl]-ω-hydroxy-",,,,,,,,,,,,,,,
9ab8ccb7-9959-43ab-a83f-5722249ea0d2,56773-42-3,56773423,,56773-42-3,"Ethanaminium, N,N,N-triethyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonic acid (1:1)",,,,,,Yes ,S14 ,,,,,,,,
9ab8b83d-eb43-4fc8-9656-6660a5cb2a28,569-64-2,569642,54932,569-64-2,C.I. Basic Green 4 (Malachite green),C.I. Basic Green 4,,,,,,,Yes ,S14 ,,,Yes,S3,,
9ab8bd9f-1773-411e-b2cb-751df7567366,57-14-7,57147,2469,57-14-7,"1,1-Dimethylhydrazine","1,1-Dimethylhydrazine",,,Yes,"S4, S16, S18",,,,,Yes ,S7,,,Yes,S8
9ab8c3d0-c95a-4990-a5d5-379848bd8a38,57-33-0,57330,2493,57-33-0,Pentobarbital sodium,Pentobarbital sodium,,,,,Yes,S4,,,,,,,,
9ab8c442-8882-45d6-94fa-d0221ef672d6,57-41-0,57410,2535,57-41-0,Phenytoin,Phenytoin,,,Yes,"S4, S16, S18",Yes,"S4, S14",Yes ,S14 ,,,,,,
9ab8c4fd-a8d7-4c7e-b25b-20f6a7196b2a,57-57-8,57578,,57-57-8,beta-Propiolactone,,,,Yes,"S15, S14, S16, S18",,,Yes ,S14 ,,,,,Yes,S8
9ab8b911-f3b3-4bbc-b503-3ec820d4f6f9,57-74-9,57749,2683,57-74-9,Chlordane,Chlordane,,,Yes,"S4, S18",Yes ,S14 ,,,Yes ,S7,Yes,S3,Yes,S8
9ab8cb7d-c2a2-4c0a-b620-89c7abd354f1,57-97-6,57976,,57-97-6,"7,12-Dimethylbenz[a]anthracene",,,,Yes,S18,,,,,,,Yes,S3,,
9ab8c9a5-224f-4cc1-8dc8-3bac73ed2e55,57117-31-4,57117314,,57117-31-4,"2,3,4,7,8‑Pentachlorodibenzofuran",,,,Yes,"S19, S18",,,,,,,Yes,S3,,
9ab8c99d-1144-43e3-8705-d7fab9994cae,57117-41-6,57117416,,57117-41-6,"1,2,3,7,8-Pentachlorodibenzofuran",,,,,,,,,,,,Yes,S3,,
9ab8c9b5-6423-40b3-af30-8ccf115609d7,57117-44-9,57117449,,57117-44-9,"1,2,3,6,7,8‑Hexachlorodibenzofuran",,,,,,,,,,,,Yes,S3,,
9ab8c790-f441-4193-8785-dc75b97f7aaf,57213-69-1,57213691,309120,57213-69-1,Triclopyr-triethylammonium salt,Triclopyr-triethylammonium salt,,,,,,,,,,,,,,
9ab8c974-08cb-47dc-b901-1797cebff19e,57653-85-7,57653857,,57653-85-7,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",,,,,,,,,,,,,,,
9ab8cbbf-35e8-44a3-a350-fc98a70efd1f,57835-92-4,57835924,,57835-92-4,4-Nitropyrene,,,,Yes ,S18,,,,,,,,,,
9ab8c093-dd24-47ea-bb56-9b14feeeeb2c,58-89-9,58899,2923,58-89-9,Lindane,Lindane,,,Yes ,"S14, S16, S19, S18",Yes ,S14 ,,,Yes ,S7,Yes,S3,Yes,S8
9ab8c6d6-0d5a-42b0-912a-92bb39105ae3,584-84-9,584849,55939,584-84-9,"Toluene-2,4-diisocyanate","Toluene-2,4-diisocyanate",,,Yes,S18,,,,,,,,,Yes,S8
9ab8c31e-4da6-4fdc-9d74-8a97b65cb321,59-89-2,59892,3194,59-89-2,N-Nitrosomorpholine,N-Nitrosomorpholine,,,Yes,"S4, S18",,,,,,,,,,
9ab8c602-54f3-4445-95c0-45b64f8e3a43,5902-51-2,5902512,136010,5902-51-2,Terbacil,Terbacil,,,,,Yes,S4,,,,,,,,
9ab8d080-1734-4e1f-98ec-1edec4ce07bf,59071-10-2,59071102,,59071-10-2,"2-Propenoic acid, 2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl ester",,,,,,,,,,,,,,,
9ab8c802-b96f-4832-882a-124ef7e705d6,593-60-2,593602,,593-60-2,Vinyl bromide,,,,Yes,"S4, S14, S16,S11, S19, S18",,,,,,,,,,
9ab8c3e0-f9b3-4fd6-8071-c233de4155dd,594-42-3,594423,,594-42-3,Perchloromethyl mercaptan,,,,,"S4, S15",,,,,,,,,,
9ab8c68d-0c83-4c6a-99e0-ca35dd19689e,59669-26-0,59669260,315127,59669-26-0,Thiodicarb,Thiodicarb,,,Yes,S4,,,,,,,,,,
9ab8b644-c5d6-4da4-a088-8b5189b3153f,60-09-3,60093,3244,60-09-3,4-Aminoazobenzene,4-Aminoazobenzene,,,Yes,"S4, S14, S11, S18",,,,,,,,,,
9ab8bd5d-ee39-4737-b44c-3f3f2401de3a,60-11-7,60117,,60-11-7,4-Dimethylaminoazobenzene,,,,Yes ,"S4, S16",,,,,,,,,,
9ab8c17f-6c23-480b-a931-9bce7391c1c6,60-34-4,60344,3376,60-34-4,Methyl hydrazine,Methyl hydrazine,,,Yes,S11,,,,,,,,,,
9ab8b59a-a946-4c91-b1bd-2d41e0175760,60-35-5,60355,3384,60-35-5,Acetamide,Acetamide,,,Yes,"S4, S18",,,,,,,,,Yes,S8
9ab8bd2c-f629-4c51-9a92-93b7f2ce7d3f,60-51-5,60515,3400,60-51-5,Dimethoate,Dimethoate,,,,,,,,,Yes ,S7 ,Yes,S3,Yes,S8
9ab8d0e9-293c-4ccf-8822-c233e88a26c8,6014-75-1,6014751,,6014-75-1,"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl ester",,,,,,,,,,,,,,,
9ab8bef4-7511-4076-a4f0-81d08a853e04,60168-88-9,60168889,,60168-88-9,Fenarimol,,,,,,,,,,,,Yes,S3,,
9ab8c4f5-8cd0-4e45-a4e5-004337039b14,60207-90-1,60207901,316398,60207-90-1,Propiconazole,Propiconazole,,,,,Yes,"S11, S14",,,,,Yes,"S3, S14 ",,
9ab8cd6a-6be7-4e4c-96f0-512320b2992b,60270-55-5,60270555,,60270-55-5,"1-Heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-, potassium salt",,,,,,,,,,,,,,,
9ab8bdf8-15d9-42a4-8d83-8e65e65a5325,606-20-2,606202,58875,606-20-2,"2,6-Dinitrotoluene","2,6-Dinitrotoluene",,,Yes,"S4, S14, S18",Yes,S4,,,,,,,,
9ab8cd84-3adc-4057-90c0-29a6c7578512,60699-51-6,60699516,,60699-51-6,"1-Hexadecanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-nonacosafluoro-",,,,,,,,,,,,,,,
9ab8c3b8-43f9-4299-b007-b71c115e8360,608-93-5,608935,59261,608-93-5,Pentachlorobenzene,Pentachlorobenzene,,,,,,,,,,,Yes,S3,,
9ab8c9c5-867e-4d8f-bb26-95e3faa60f03,60851-34-5,60851345,,60851-34-5,"2,3,4,6,7,8‑Hexachlorodibenzofuran",,,,,,,,,,,,Yes,S3,,
9ab8b66d-3840-4afb-843c-b2943061fa9d,61-82-5,61825,3533,61-82-5,Amitrole,Amitrole,,,Yes,"S4, S16, S18",,,,,,,Yes,S3,,
9ab8bd76-1d20-4d59-8e03-6e5d84540851,612-82-8,612828,,612-82-8,"3,3'-Dimethylbenzidine dihydrochloride",,,,Yes,"S4, S14, S18",,,,,,,,,,
9ab8bbaf-2736-4ac2-982d-f5d31d730a8a,612-83-9,612839,60129,612-83-9,"3,3'-Dichlorobenzidine dihydrochloride","3,3'-Dichlorobenzidine dihydrochloride",,,Yes,"S4, S14, S18",,,,,,,Yes,S3,,
